#Line  #Velocity Shift
2-0 O(7)	5.0
3-1 O(7)	-2.5
4-2 O(6)	5.0
1-0 S(9)	-6.5
7-5 Q(2)	-3.5
1-0 S(7)	12.0
4-2 O(7)	1.5
8-6 S(1)	-3.0
2-1 S(10)	2.5
7-5 Q(11)	-3.0
3-1 O(9)	-8.5
3-2 S(5)	-4.0
2-1 S(3)	4.0
7-5 O(6)	4.0
8-6 O(4)	-2.0
4-3 S(5)	-2.0
9-7 Q(7)	1.0
#10-7 O(12)	-2.0
4-3 S(3)	3.5
9-7 O(4)	-3.0
1-0 S(0)	2.0
6-4 Q(6)	-3.0
6-4 Q(10)	11.0
8-6 O(3)	-4.0
11-8 O(7)	-5.0
