1.4000667323327087	5-3 S(1)
1.400743479003741	10-7 S(7)
1.4023620648978696	10-7 S(1)
1.4026460030937145	4-2 Q(2)
1.4034494549662564	3-1 Q(9)
1.4044510545101858	9-6 S(13)
1.4045038853060645	8-4 O(16)
1.405694940069813	7-4 O(9)
1.4061749659105882	12-8 S(7)
1.406841871168669	2-0 Q(13)
1.4078118076999644	9-6 Q(7)
1.408177724411773	6-4 S(5)
1.40906964779271	4-1 Q(23)
1.4093268644752956	4-2 Q(3)
1.409772541509627	6-4 S(12)
1.4101490012860478	3-1 S(24)
1.4114454091004325	12-8 O(3)
1.4132943661845834	4-2 S(21)
1.4145315904482039	7-4 Q(15)
1.4177325420696185	11-7 Q(10)
1.4180180023843052	3-1 O(3)
1.4182777188204454	4-2 Q(4)
1.4185716760748974	6-3 Q(18)
1.4210530023466337	10-7 S(0)
1.4214691857172195	10-7 S(8)
1.4221147019571174	13-8 O(7)
1.4227099112960493	10-6 O(11)
1.4244362930650238	3-1 Q(10)
1.4246931701397765	6-4 S(4)
1.4262205651718531	12-8 Q(5)
1.42648158251484	11-6 O(14)
1.427098474975997	6-4 S(13)
1.429537021605846	4-2 Q(5)
1.4305082118273118	8-5 Q(12)
1.4312526008158704	9-6 O(4)
1.4312747106501547	8-5 O(7)
1.4321492046874542	2-0 O(5)
1.4329648958715318	4-0 O(25)
1.433085048878932	5-3 S(0)
1.4340302799365485	5-3 S(18)
1.434605096630199	2-0 Q(14)
1.434608363446726	12-7 O(11)
1.435182851584513	5-1 O(23)
1.4365814671835397	11-7 O(8)
1.4374276259322951	9-6 Q(8)
1.4395658513772946	5-2 Q(21)
1.4409419900734945	9-5 O(14)
1.443154950956257	4-2 Q(6)
1.4432008835756105	6-2 O(21)
1.4450814014194466	5-2 O(14)
1.4456511001352619	6-4 S(3)
1.447676960785994	6-3 O(12)
1.4478501406070983	3-1 Q(11)
1.449191619205916	4-1 O(16)
1.4493230891583073	6-4 S(14)
1.4494681025038552	14-9 S(0)
1.4497448666061585	10-6 Q(14)
1.449972076843736	10-7 S(9)
1.4513681217754517	3-0 Q(26)
1.45184904565349	12-8 O(4)
1.4538550157321706	14-9 S(1)
1.4585632634036345	3-0 O(18)
1.4586359786016831	7-3 O(19)
1.4591906656698448	7-4 O(10)
1.4591950344522198	4-2 Q(7)
1.4592733311811623	12-8 S(8)
1.4611327766742797	4-2 O(2)
1.4611669204311548	4-2 S(22)
1.4613907674744888	10-7 Q(1)
1.4628964327711256	9-6 S(14)
1.4649216537896426	2-0 Q(15)
1.4652677455413146	3-1 S(25)
1.4652942903602622	12-8 Q(6)
1.467713698805225	3-1 O(4)
1.4677925134098269	7-4 Q(16)
1.4698431674694596	10-7 Q(2)
1.47040041218382	14-9 Q(1)
1.4709562140269599	14-9 S(2)
1.4712129019072353	6-4 S(2)
1.4722607241262522	9-6 Q(9)
1.4738107087543866	3-1 Q(12)
1.4749486698614813	5-3 S(19)
1.4755186221833745	9-6 O(5)
1.4761042292760342	4-1 Q(24)
1.4769468915237791	6-4 S(15)
1.4774822685930875	8-5 Q(13)
1.477736310516738	4-2 Q(8)
1.478764824439174	6-3 Q(19)
1.4827036994017768	10-7 Q(3)
1.4831128075745084	8-5 O(8)
1.483858683105657	8-4 O(17)
1.4863205191971551	11-7 Q(11)
1.4869886633960507	2-0 O(6)
1.487670034326994	10-7 S(10)
1.4917846479612453	14-9 Q(2)
1.4929333456440417	5-3 Q(1)
1.4956047729280593	10-6 O(12)
1.4979653857435782	2-0 Q(16)
1.497982199252829	5-3 Q(2)
1.498876124770078	4-2 Q(9)
1.4999252989203529	13-8 O(8)
1.5002035888785377	10-7 Q(4)
1.5002258749828847	12-8 O(5)
1.5015599750877207	6-4 S(1)
1.5019413872083731	11-7 O(9)
1.5024629909616252	3-1 Q(13)
1.5029617434756135	14-9 O(2)
1.5042319204943222	7-5 S(8)
1.5055881311211459	5-3 Q(3)
1.505783795062218	7-5 S(7)
1.5060264114475272	5-2 O(15)
1.5074688031780814	6-3 O(13)
1.5076291281185987	7-5 S(9)
1.5078494578366772	5-2 Q(22)
1.5085487809061588	10-7 O(2)
1.5098651549108377	4-2 O(3)
1.51067731011747	6-4 S(16)
1.5113175790703275	4-1 O(17)
1.5122403178128614	7-5 S(6)
1.5130537275973535	9-6 Q(10)
1.5143572953244089	12-8 Q(7)
1.515791499547527	5-3 Q(4)
1.5161006649191189	7-5 S(10)
1.5177747977878462	4-2 S(23)
1.5177895170405227	7-4 O(11)
1.5213311391884263	4-0 O(26)
1.5219358541428398	3-0 O(19)
1.5220328729853188	3-1 O(5)
1.522515401262608	9-5 O(15)
1.5226742860776326	10-7 Q(5)
1.5227337011379336	4-2 Q(10)
1.523554843944122	5-3 S(20)
1.5236226551185463	7-5 S(5)
1.523761668985909	5-1 O(24)
1.5251663608418582	9-6 O(6)
1.5255611492933296	14-9 Q(3)
1.527920293651881	3-0 Q(27)
1.5286481694086893	5-3 Q(5)
1.529372343100573	7-4 Q(17)
1.5298731764357314	7-5 S(11)
1.5318905324377479	8-5 Q(14)
1.5324245993753416	6-2 O(22)
1.5339464353307615	2-0 Q(17)
1.53398276638256	3-1 Q(14)
1.5366939184555226	10-7 S(11)
1.5368912082836792	6-4 S(0)
1.540005966140194	7-5 S(4)
1.5402140980860324	12-7 O(12)
1.5403611715769454	8-5 O(9)
1.543789108837475	14-9 O(3)
1.544231451421146	5-3 Q(6)
1.5463773389057376	2-0 O(7)
1.5486488486432537	6-3 Q(20)
1.5488491876754698	10-7 O(3)
